Nom base français;Nom attribut français;Nom frontière français;Tags français;Unité français;Sous-localisation géographique français;Incertitude;Total poste non décomposé;Code de la catégorie;Sous catégorie 1;Sous catégorie 2;Sous catégorie 3;Sous catégorie 4
Réseau de chaleur;13, MARSEILLE, Réseau de chaleur Thassalia Marseille;2021;Réseau de chaleur,marseille,Réseau de chaleur Thassalia Marseille;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, MARSEILLE;30;0,027;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;13, Martigues, Zac Canto Perdrix;2021;Réseau de chaleur,Martigues,Zac Canto Perdrix;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, Martigues;30;0,161;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;13, Martigues, Zac Paradis - Saint Roch;2021;Réseau de chaleur,Martigues,Zac Paradis - Saint Roch;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, Martigues;30;0,275;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;13, SALON-DE-PROVENCE, Zac des Canourgues;2021;Réseau de chaleur,Zac des Canourgues,SALON-DE-PROVENCE;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, SALON-DE-PROVENCE;30;0,253;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;13, VITROLLES, Centre urbain - Zac des Pins;2021;Réseau de chaleur,VITROLLES,Centre urbain - Zac des Pins;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, VITROLLES;30;0,253;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;14, ARGENCES, RCU de Val-ès-Dunes;2021;Réseau de chaleur,ARGENCES,RCU de Val-ès-Dunes;kgCO2e/kWh;Basse-Normandie, ARGENCES;30;0,105;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;14, AUNAY-SUR-ODON, RCU d'Aunay-sur-Odon;2021;Réseau de chaleur,AUNAY-SUR-ODON,RCU d'Aunay-sur-Odon;kgCO2e/kWh;Basse-Normandie, AUNAY-SUR-ODON;30;0,069;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;14, BAYEUX, Réseau bois Vallée des près  Bayeux 2;2021;Réseau de chaleur,BAYEUX,Réseau bois Vallée des près  Bayeux 2;kgCO2e/kWh;Basse-Normandie, BAYEUX;30;0,08;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;14, Bayeux, Réseau de Bois I;2021;Réseau de chaleur,BAYEUX,Réseau de Bois I;kgCO2e/kWh;Basse-Normandie, Bayeux;30;0,088;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;14, CAEN, Quartier Nord;2021;Réseau de chaleur,CAEN,Quartier Nord;kgCO2e/kWh;Basse-Normandie, CAEN;30;0,301;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;14, CAEN, Réseau de chaleur Caen Sud;2021;Réseau de chaleur,CAEN,Réseau de chaleur Caen Sud;kgCO2e/kWh;Basse-Normandie, CAEN;30;0,116;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;14, Falaise, Zac de Falaise;2021;Réseau de chaleur,Falaise,Zac de Falaise;kgCO2e/kWh;Basse-Normandie, Falaise;30;0,139;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;14, HEROUVILLE-SAINT-CLAIR, Hérouville St Clair;2021;Réseau de chaleur,HEROUVILLE-SAINT-CLAIR,Hérouville St Clair;kgCO2e/kWh;Basse-Normandie, HEROUVILLE-SAINT-CLAIR;30;0,018;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;14, Lisieux, Zup de Hauteville;2021;Réseau de chaleur,Lisieux,Zup de Hauteville;kgCO2e/kWh;Basse-Normandie, Lisieux;30;0,119;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;14, VIRE, RCU de Vire;2021;Réseau de chaleur,VIRE,RCU de Vire;kgCO2e/kWh;Basse-Normandie, VIRE;30;0,073;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;15, ARPAJON-SUR-CERE, Réseau de l'OP HLM Du Cantal;2021;Réseau de chaleur,ARPAJON-SUR-CERE,Réseau de l'OP HLM Du Cantal;kgCO2e/kWh;Auvergne, ARPAJON-SUR-CERE;30;0,02;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;15, AURILLAC, Hôpital d'Aurillac;2021;Réseau de chaleur,Aurillac,Hôpital d'Aurillac;kgCO2e/kWh;Auvergne, AURILLAC;30;0,024;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;15, Aurillac, Réseau de chaleur d'Aurillac;2021;Réseau de chaleur,Aurillac,Réseau de chaleur d'Aurillac;kgCO2e/kWh;Auvergne, Aurillac;30;0,085;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;15, MURAT, Réseau Chaleur Bois de Murat;2021;Réseau de chaleur,Réseau Chaleur Bois de Murat,MURAT;kgCO2e/kWh;Auvergne, MURAT;30;0,026;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;15, RIOM-ES-MONTAGNES, Réseau de Riom-Es-Montagnes;2021;Réseau de chaleur,Réseau de Riom-Es-Montagnes,RIOM-ES-MONTAGNES;kgCO2e/kWh;Auvergne, RIOM-ES-MONTAGNES;30;0,04;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;15, SAINT FLOUR, Réseau de chaleur de Besserette;2021;Réseau de chaleur,Réseau de chaleur de Besserette,SAINT FLOUR;kgCO2e/kWh;Auvergne, SAINT FLOUR;30;0,033;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;15, Saint-Flour, Réseau de chaleur bois du Volzac;2021;Réseau de chaleur,Saint-Flour,Réseau de chaleur bois du Volzac;kgCO2e/kWh;Auvergne, Saint-Flour;30;0,028;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;15, Saint-Georges, Réseau de chaleur bois du Crozatier;2021;Réseau de chaleur,Saint-Georges,Réseau de chaleur bois du Crozatier;kgCO2e/kWh;Auvergne, Saint-Georges;30;0,023;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;15, VEBRET, Réseau de Vebret;2021;Réseau de chaleur,Réseau de Vebret,VEBRET;kgCO2e/kWh;Auvergne, VEBRET;30;0,14;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;16, Angoulême, 15 boulevard Jean Moulin;2021;Réseau de chaleur,Angoulême,15 boulevard Jean Moulin;kgCO2e/kWh;Poitou-Charente, Angoulême;30;0,238;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;16, ANGOULEME, Réseau de chaleur de Basseau;2021;Réseau de chaleur,Réseau de chaleur de Basseau,Angoulême;kgCO2e/kWh;Poitou-Charente, ANGOULEME;30;0,142;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;16, BAIGNES, Commune de Baignes-Sainte-Radegonde;2021;Réseau de chaleur,Commune de Baignes-Sainte-Radegonde,BAIGNES;kgCO2e/kWh;Poitou-Charente, BAIGNES;30;0,024;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;16, Brossac, Réseau de Brossac;2021;Réseau de chaleur,Réseau de Brossac,Brossac;kgCO2e/kWh;Poitou-Charente, Brossac;30;0,313;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;16, Champagne-Mouton, Réseau de Champagne-Mouton;2021;Réseau de chaleur,Réseau de Champagne-Mouton,Champagne-Mouton;kgCO2e/kWh;Poitou-Charente, Champagne-Mouton;30;0,02;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;16, CHATEAUBERNARD, Chauffage Urbain Public;2021;Réseau de chaleur,Chauffage Urbain Public,CHATEAUBERNARD;kgCO2e/kWh;Poitou-Charente, CHATEAUBERNARD;30;0,271;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;16, CHATEAUBERNARD, Réseau des Vauzelles;2021;Réseau de chaleur,CHATEAUBERNARD,Réseau des Vauzelles;kgCO2e/kWh;Poitou-Charente, CHATEAUBERNARD;30;0,049;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;16, MONTEMBOEUF, Chaufferie bois;2021;Réseau de chaleur,MONTEMBOEUF,Chaufferie bois;kgCO2e/kWh;Poitou-Charente, MONTEMBOEUF;30;0,017;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;16, Saint-Bonnet, Réseau de Saint-Bonnet;2021;Réseau de chaleur,Réseau de Saint-Bonnet,Saint-Bonnet;kgCO2e/kWh;Poitou-Charente, Saint-Bonnet;30;0,273;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;16, SEGONZAC, Réseau de chaleur de Segonzac;2021;Réseau de chaleur,Réseau de chaleur de Segonzac,SEGONZAC;kgCO2e/kWh;Poitou-Charente, SEGONZAC;30;0,027;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;16, St Yrieix sur Charente, Domaine de La Combe;2021;Réseau de chaleur,Domaine de La Combe,St Yrieix sur Charente;kgCO2e/kWh;Poitou-Charente, St Yrieix sur Charente;30;0,113;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;17, AYTRE, Réseau de Aytre;2021;Réseau de chaleur,AYTRE,Réseau de Aytre;kgCO2e/kWh;Poitou-Charente, AYTRE;30;0,061;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;17, GEMOZAC, Réseau de la chaufferie bois;2021;Réseau de chaleur,GEMOZAC,Réseau de la chaufferie bois;kgCO2e/kWh;Poitou-Charente, GEMOZAC;30;0,068;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;17, Jonzac, Réseau de Jonzac;2021;Réseau de chaleur,Jonzac,Réseau de Jonzac;kgCO2e/kWh;Poitou-Charente, Jonzac;30;0,04;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;17, LA ROCHELLE, Pont Neuf Mireuil Energie;2021;Réseau de chaleur,LA ROCHELLE,Pont Neuf Mireuil Energie;kgCO2e/kWh;Poitou-Charente, LA ROCHELLE;30;0,022;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;17, LA ROCHELLE, Villeneuve les Salines;2021;Réseau de chaleur,LA ROCHELLE,Villeneuve les Salines;kgCO2e/kWh;Poitou-Charente, LA ROCHELLE;30;0,09;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;17, PONS, Réseau de Chaleur urbain de Pons;2021;Réseau de chaleur,PONS,Réseau de Chaleur urbain de Pons;kgCO2e/kWh;Poitou-Charente, PONS;30;0,097;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;18, BOURGES, Chancellerie Gibjoncs - Zup de Bourges;2021;Réseau de chaleur,Chancellerie Gibjoncs - Zup de Bourges,BOURGES;kgCO2e/kWh;Centre, BOURGES;30;0,035;Réseaux de chaleur / froid ; Centre;;;
Réseau de chaleur;18, Vierzon, Clos du Roy / Tunnel Chateau;2021;Réseau de chaleur,Vierzon,Clos du Roy / Tunnel Chateau;kgCO2e/kWh;Centre, Vierzon;30;0,239;Réseaux de chaleur / froid ; Centre;;;
Réseau de chaleur;19, BRIVE-LA-GAILLARDE, Réseau de Brive;2021;Réseau de chaleur,Réseau de Brive,BRIVE-LA-GAILLARDE;kgCO2e/kWh;Limousin, BRIVE-LA-GAILLARDE;30;0,114;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;19, EGLETONS, Egletons Bois Energie;2021;Réseau de chaleur,EGLETONS,Egletons Bois Energie;kgCO2e/kWh;Limousin, EGLETONS;30;0,024;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;19, EYREIN, BORG WARNER;2021;Réseau de chaleur,BORG WARNER,EYREIN;kgCO2e/kWh;Limousin, EYREIN;30;0,305;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;19, Saint-Pantaleon-de-Larche, Unité de Valorisation Energétique;2021;Réseau de chaleur,Saint-Pantaleon-de-Larche,Unité de Valorisation Energétique;kgCO2e/kWh;Limousin, Saint-Pantaleon-de-Larche;30;4,00E-03;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;19, SERVIERES-LE-CHATEAU, Réseau de Servières le Château;2021;Réseau de chaleur,SERVIERES-LE-CHATEAU,Réseau de Servières le Château;kgCO2e/kWh;Limousin, SERVIERES-LE-CHATEAU;30;0,028;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;19, Sornac, Réseau de Sornac;2021;Réseau de chaleur,Sornac,Réseau de Sornac;kgCO2e/kWh;Limousin, Sornac;30;0,145;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;2, BARENTON BUGNY, Réseau de Laon;2021;Réseau de chaleur,Réseau de Laon,BARENTON BUGNY;kgCO2e/kWh;Picardie, BARENTON BUGNY;30;0,079;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;2, CHATEAU-THIERRY, Réseau de Château Thierry;2021;Réseau de chaleur,CHATEAU-THIERRY,Réseau de Château Thierry;kgCO2e/kWh;Picardie, CHATEAU-THIERRY;30;0,051;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;2, Saint-Quentin, Zup du Quartier Europe;2021;Réseau de chaleur,Saint-Quentin,Zup du Quartier Europe;kgCO2e/kWh;Picardie, Saint-Quentin;30;0,135;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;2, Soissons, Zup de Presles;2021;Réseau de chaleur,Soissons,Zup de Presles;kgCO2e/kWh;Picardie, Soissons;30;0,154;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;2, URCEL, Réseau d'Urcel;2021;Réseau de chaleur,URCEL,Réseau d'Urcel;kgCO2e/kWh;Picardie, URCEL;30;0,064;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;20, CORTE, Réseau de Corte;2021;Réseau de chaleur,CORTE,Réseau de Corte;kgCO2e/kWh;#N/A;30;0,265;Réseaux de chaleur / froid ; Corse;;;
Réseau de chaleur;21, BELLENEUVE, Mairie;2021;Réseau de chaleur,Mairie,BELLENEUVE;kgCO2e/kWh;Bourgogne, BELLENEUVE;30;0,15;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;21, DIJON, Dijon énergies;2021;Réseau de chaleur,DIJON,Dijon énergies;kgCO2e/kWh;Bourgogne, DIJON;30;0,077;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;21, Dijon, Les Gresilles;2021;Réseau de chaleur,DIJON,Les Gresilles;kgCO2e/kWh;Bourgogne, Dijon;30;0,122;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;21, Dijon, Réseau du Grand Dijon Ouest;2021;Réseau de chaleur,DIJON,Réseau du Grand Dijon Ouest;kgCO2e/kWh;Bourgogne, Dijon;30;0,131;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;21, NUITS-SAINT-GEORGES, Réseau de la commune de Nuits Saint Georges;2021;Réseau de chaleur,Réseau de la commune de Nuits Saint Georges,NUITS-SAINT-GEORGES;kgCO2e/kWh;Bourgogne, NUITS-SAINT-GEORGES;30;0,146;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;22, COLLINEE, Réseau de chaleur de Collinée;2021;Réseau de chaleur,Réseau de chaleur de Collinée,COLLINEE;kgCO2e/kWh;Bretagne, COLLINEE;30;0,141;Réseaux de chaleur / froid ; Bretagne;;;
Réseau de chaleur;22, LANNION, Hopital Rive Gauche;2021;Réseau de chaleur,Hopital Rive Gauche,LANNION;kgCO2e/kWh;Bretagne, LANNION;30;0,101;Réseaux de chaleur / froid ; Bretagne;;;
Réseau de chaleur;22, LE GOURAY, Réseau de chaleur du Gouray;2021;Réseau de chaleur,Réseau de chaleur du Gouray,LE GOURAY;kgCO2e/kWh;Bretagne, LE GOURAY;30;0,142;Réseaux de chaleur / froid ; Bretagne;;;
Réseau de chaleur;22, LOUDEAC, CIDER’BOIS ENERGIE;2021;Réseau de chaleur,CIDER’BOIS ENERGIE,LOUDEAC;kgCO2e/kWh;Bretagne, LOUDEAC;30;0,022;Réseaux de chaleur / froid ; Bretagne;;;
Réseau de chaleur;22, PLESSALA, Réseau de chaleur de Pessala;2021;Réseau de chaleur,Réseau de chaleur de Pessala,PLESSALA;kgCO2e/kWh;Bretagne, PLESSALA;30;0,14;Réseaux de chaleur / froid ; Bretagne;;;
Réseau de chaleur;22, PLOUARET, RESEAU DE CHALEUR CHAUFFERIE 1;2021;Réseau de chaleur,RESEAU DE CHALEUR CHAUFFERIE 1,PLOUARET;kgCO2e/kWh;Bretagne, PLOUARET;30;0,103;Réseaux de chaleur / froid ; Bretagne;;;
Réseau de chaleur;22, PLOUARET, RESEAU DE CHALEUR CHAUFFERIE 2;2021;Réseau de chaleur,PLOUARET,RESEAU DE CHALEUR CHAUFFERIE 2;kgCO2e/kWh;Bretagne, PLOUARET;30;0,089;Réseaux de chaleur / froid ; Bretagne;;;
Réseau de chaleur;22, ploufragan, Réseau de chaleur de Brézillet;2021;Réseau de chaleur,ploufragan,Réseau de chaleur de Brézillet;kgCO2e/kWh;Bretagne, ploufragan;30;0,131;Réseaux de chaleur / froid ; Bretagne;;;
Réseau de chaleur;22, Ploumilliau, Ploumilliau;2021;Réseau de chaleur,Ploumilliau;kgCO2e/kWh;Bretagne, Ploumilliau;30;0,023;Réseaux de chaleur / froid ; Bretagne;;;
Réseau de chaleur;22, PLUZUNET, SMITRED OUEST d'ARMOR;2021;Réseau de chaleur,PLUZUNET,SMITRED OUEST d'ARMOR;kgCO2e/kWh;Bretagne, PLUZUNET;30;4,00E-03;Réseaux de chaleur / froid ; Bretagne;;;
Réseau de chaleur;23, Bourganeuf, Réseau de Bourganeuf;2021;Réseau de chaleur,Bourganeuf,Réseau de Bourganeuf;kgCO2e/kWh;Limousin, Bourganeuf;30;0,079;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;23, Felletin, Réseau de Felletin;2021;Réseau de chaleur,Felletin,Réseau de Felletin;kgCO2e/kWh;Limousin, Felletin;30;0,041;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;23, GENTIOUX-PIGEROLLES, Réseau de Gentioux;2021;Réseau de chaleur,Réseau de Gentioux,GENTIOUX-PIGEROLLES;kgCO2e/kWh;Limousin, GENTIOUX-PIGEROLLES;30;0,034;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;23, GUERET, Réseau de Guéret;2021;Réseau de chaleur,Réseau de Guéret,GUERET;kgCO2e/kWh;Limousin, GUERET;30;0,05;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;23, SAINT-YRIEIX-LA-PERCHE, réseau de chaleur de la Ville de Saint Yrieix;2021;Réseau de chaleur,réseau de chaleur de la Ville de Saint Yrieix,SAINT-YRIEIX-LA-PERCHE;kgCO2e/kWh;Limousin, SAINT-YRIEIX-LA-PERCHE;30;0,216;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;24, COULOUNIEIX-CHAMIERS, Réseau de Coulounieix chamiers;2021;Réseau de chaleur,COULOUNIEIX-CHAMIERS,Réseau de Coulounieix chamiers;kgCO2e/kWh;Aquitaine, COULOUNIEIX-CHAMIERS;30;0,083;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de chaleur;24, DOUVILLE, Chaufferie bois Douville;2021;Réseau de chaleur,DOUVILLE,Chaufferie bois Douville;kgCO2e/kWh;Aquitaine, DOUVILLE;30;0,141;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de chaleur;24, LE BUISSON-DE-CADOUIN, chaufferie bois de Cadouin;2021;Réseau de chaleur,chaufferie bois de Cadouin,LE BUISSON-DE-CADOUIN;kgCO2e/kWh;Aquitaine, LE BUISSON-DE-CADOUIN;30;0,071;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de chaleur;24, Perigueux, L'Arche au Bois;2021;Réseau de chaleur,PERIGUEUX,L'Arche au Bois;kgCO2e/kWh;Aquitaine, Perigueux;30;0,094;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de chaleur;24, PERIGUEUX, réseau de chaleur des Deux Rives Périgueux;2021;Réseau de chaleur,PERIGUEUX,réseau de chaleur des Deux Rives Périgueux;kgCO2e/kWh;Aquitaine, PERIGUEUX;30;0,049;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de chaleur;24, SAINT ASTIER, Réseau de chaleur de Saint-Astier;2021;Réseau de chaleur,Réseau de chaleur de Saint-Astier,SAINT ASTIER;kgCO2e/kWh;Aquitaine, SAINT ASTIER;30;0,144;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de chaleur;25, AMANCEY, Réseau de AMANCEY LOUE LISON;2021;Réseau de chaleur,Réseau de AMANCEY LOUE LISON,AMANCEY;kgCO2e/kWh;Franche-Comté, AMANCEY;30;0,034;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;25, Audincourt, Champs Montants;2021;Réseau de chaleur,Audincourt,Champs Montants;kgCO2e/kWh;Franche-Comté, Audincourt;30;0,244;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;25, Besancon, Besançon - Planoise;2021;Réseau de chaleur,Besancon,Besançon - Planoise;kgCO2e/kWh;Franche-Comté, Besancon;30;0,085;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;25, Besancon, Domaine Universitaire de la Bouloie;2021;Réseau de chaleur,Besancon,Domaine Universitaire de la Bouloie;kgCO2e/kWh;Franche-Comté, Besancon;30;0,089;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;25, Bethoncourt, Champvalon;2021;Réseau de chaleur,Bethoncourt,Champvalon;kgCO2e/kWh;Franche-Comté, Bethoncourt;30;0,294;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;25, FRASNE, Réseau de chaleur de Frasne;2021;Réseau de chaleur,Réseau de chaleur de Frasne,FRASNE;kgCO2e/kWh;Franche-Comté, FRASNE;30;0,179;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;25, GOUX-LES-USIERS, Réseau de Goux les Usiers;2021;Réseau de chaleur,Réseau de Goux les Usiers,GOUX-LES-USIERS;kgCO2e/kWh;Franche-Comté, GOUX-LES-USIERS;30;0,019;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;25, LE RUSSEY, Chaufferie Bois du Russey;2021;Réseau de chaleur,LE RUSSEY,Chaufferie Bois du Russey;kgCO2e/kWh;Franche-Comté, LE RUSSEY;30;0,08;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;25, Montbeliard, Zup de la Petite Hollande;2021;Réseau de chaleur,Montbeliard,Zup de la Petite Hollande;kgCO2e/kWh;Franche-Comté, Montbeliard;30;0,092;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;25, MORTEAU, chaufferie du lycée E Faure;2021;Réseau de chaleur,chaufferie du lycée E Faure,MORTEAU;kgCO2e/kWh;Franche-Comté, MORTEAU;30;0,262;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;25, MOUTHE, Réseau de chaleur de Mouthe;2021;Réseau de chaleur,Réseau de chaleur de Mouthe,MOUTHE;kgCO2e/kWh;Franche-Comté, MOUTHE;30;0,019;Réseaux de chaleur / froid ; Franche-Comté;;;
